(written by ASE)

27 atoms
4 atom types

0.0                      50  xlo xhi
0.0                      50  ylo yhi
0.0                      50  zlo zhi

Masses

1      12.010999996910238 # C
2      1.0079999997406976 # H
3      14.006999996396779 # N
4      15.998999995884349 # O

Atoms # atomic

     1   1      1.3896312799999999      1.3088127000000001     -1.8480734000000001
     2   1     0.25134028000000003      1.6169579700000001             -1.17378268
     3   1      2.3417416499999999      2.3027924500000001             -2.05237245
     4   2      1.7467081099999999     0.30770268000000001     -2.0881364699999998
     5   1              0.05520299      2.9568140199999999    -0.72831891000000004
     6   4    -0.81096016999999998     0.83736825999999998              -0.9180296
     7   3     -1.1009989600000001      3.2693722200000002             -0.10832467
     8   3              0.91391981      3.9280892600000001    -0.99610810999999999
     9   2             -1.73558122      2.5557747900000001              0.18972739
    10   2             -1.19481836      4.2142152499999996     0.12159552999999999
    11   1      2.0776667600000001      3.6280343300000002     -1.6304272500000001
    12   2              2.81650095      4.3883339599999998     -1.6762800499999999
    13   2      3.2343319199999998              2.10381485             -2.63100063
    14   1    -0.57931677999999998    -0.63039173999999998    -0.91326348000000002
    15   1             -1.77506852     -1.2832764000000001    -0.40022311999999999
    16   2              0.20195626    -0.97701420000000005    -0.35217347999999998
    17   2             -0.31077873             -0.89430482     -2.0428202400000002
    18   1             -3.00526392     -1.3833158699999999     -1.1383958999999999
    19   1     -1.8848806499999999     -1.7268161099999999              0.94414745
    20   1     -4.1573983700000001     -2.0067202599999998    -0.71479090999999995
    21   2     -2.9573511699999999             -1.01520162     -2.2473592400000002
    22   1     -4.1946915599999999             -2.42753431     0.61887066000000002
    23   2     -5.0481830499999996     -2.2495549600000002             -1.33679401
    24   1     -3.0846430100000002              -2.2780904      1.3888212099999999
    25   2     -5.0772555300000004     -2.9629221000000001      1.0590629499999999
    26   2     -3.2422812400000001     -2.5675176300000002              2.40845989
    27   2             -1.09224915     -1.3725557799999999      1.6816082000000001
